"Country Name" "Country Code" "Indicator Name" "Indicator Code" 1990.0 1991.0 1992.0 1993.0 1994.0 1995.0 1996.0 1997.0 1998.0 1999.0 2000.0 2001.0 2002.0 2003.0 2004.0 2005.0 2006.0 2007.0 2008.0 2009.0 2010.0 2011.0 2012.0 2013.0 2014.0 2015.0 2016.0 2017.0 2018.0
Brasil BRA "Población de 80 años en adelante, mujeres (% de la población femenina)" SP.POP.80UP.FE.5Y 0.719855555618433 0.76118536702465 0.796334529198662 0.8242256986238399 0.844248979252078 0.857022275601612 0.8959631268741909 0.9280602391995458 0.954524921533088 0.9770910201319541 0.997599953428633 1.04692595239064 1.0921849954937801 1.13497069052547 1.17787145691364 1.2228268837691398 1.2987913925186 1.37315065864743 1.44308406780425 1.50541752778043 1.56008072325533 1.63940235108875 1.70938057591343 1.7753015950500601 1.8435390324203402 1.91771759102458 2.02314206590701 2.1289801322112702 2.2316250996813
Brasil BRA "Población de 75 a 79 años, varones (% de la población masculina)" SP.POP.7579.MA.5Y 0.676079953101184 0.6808056735836141 0.681959712589766 0.6835255542369171 0.6892331535049111 0.7003662074057271 0.7156028119658969 0.7316057766543109 0.749973931187292 0.7726338209267959 0.8003221560822008 0.8328107465275051 0.8691371698259359 0.9049372301817711 0.934439138479187 0.956046738589379 0.972750877017564 0.98282853823508 0.994120516675871 1.0155396708481 1.05043007203852 1.09306152580537 1.1451620948009198 1.19987866736967 1.24760164041426 1.28439688497777 1.30782896891905 1.32351106826655 1.34090527324983
Brasil BRA "Población de 75 a 79 años, mujeres (% de la población femenina)" SP.POP.7579.FE.5Y 0.8713047668396992 0.87998489438557 0.8861345853153231 0.893563416822504 0.905916038869457 0.9245699962980001 0.943819378860741 0.9663141413146908 0.9942112832892321 1.02966211938584 1.0730766311556201 1.11513675958882 1.16450489579446 1.2157068491069298 1.2607818105104198 1.29634506516312 1.31571742056577 1.32698830850308 1.33982577075325 1.3659691290539 1.41028949265925 1.4601192627277 1.5236858660467698 1.5919939503771001 1.6528317839493 1.70111147465575 1.72751076696747 1.7454712889807902 1.7656584954088101
Brasil BRA "Población de 70 a 74 años, varones (% de la población masculina)" SP.POP.7074.MA.5Y 1.05391661523536 1.0696507867867902 1.08812467818118 1.1105956877627101 1.1389492748931698 1.173565612012 1.2097040056583999 1.2518496891403201 1.2941952212091299 1.3289373857351001 1.35323271907758 1.3641077123782501 1.36742618494977 1.3723494915163401 1.3902797809285101 1.42618387416669 1.4727725397396898 1.5335145840370301 1.59889507072825 1.65620848654327 1.7000170164023998 1.7259740100511798 1.7412026436766899 1.75646782672543 1.7859882523342299 1.8369944674573502 1.89731725692545 1.9733989977784698 2.06085195013771
Brasil BRA "Población de 70 a 74 años, mujeres (% de la población femenina)" SP.POP.7074.FE.5Y 1.28779343434823 1.30587056138693 1.32740330009151 1.35412932022157 1.3886038546309798 1.4315418519045502 1.47718877910326 1.53198329248575 1.5887252934965101 1.6376073429187301 1.6743438190142301 1.68968993330619 1.69575328158481 1.70252515921165 1.72358882773363 1.7654403373487901 1.81666713429551 1.88687956728975 1.9647935282471498 2.03457713437659 2.0884048868891103 2.11686672704523 2.13325104333552 2.15027730526742 2.18481864848748 2.2452160056688903 2.3131131242862404 2.4020002625525 2.5064617036863996
Brasil BRA "Población de 65 años de edad y más (% del total)" SP.POP.65UP.TO.ZS 4.26175882114979 4.3665927144933 4.4727789000578095 4.5766657295875195 4.67307349891725 4.760072799947981 4.86090402819948 4.95174004946144 5.040533850849821 5.137692708001611 5.2491968377657505 5.38706578646497 5.53962815126331 5.69961551900391 5.85634317956442 6.00548002941839 6.165200089222701 6.31728607501325 6.47038513628381 6.63596406615359 6.820809393275031 7.03089720950968 7.25282598164974 7.48907240015903 7.74188919449744 8.01304360016565 8.301687305726889 8.60549199443827 8.92283783244003
Brasil BRA "Población de 65 años de edad y más, total" SP.POP.65UP.TO 6350158.0 6621851.0 6899681.0 7178458.0 7450408.0 7712265.0 8001762.0 8279757.0 8558083.0 8853204.0 9175089.0 9545668.0 9945711.0 10362428.0 10776051.0 11177826.0 11600894.0 12011084.0 12425104.0 12866239.0 13349254.0 13887044.0 14453961.0 15055724.0 15697744.0 16384412.0 17115012.0 17885124.0 18690609.0
Brasil BRA "Población de 65 años de edad y más, hombres (% del total)" SP.POP.65UP.MA.ZS 3.80984164792094 3.90410476529077 3.9976277393024597 4.08656478228387 4.16583233024525 4.23374594398068 4.3183044837554405 4.3908598272552695 4.4590435339846 4.53270732426349 4.6174896629925 4.738136709620219 4.8702661111510706 5.00695978560398 5.13818219655356 5.2599586539836505 5.401734213845191 5.53424050129483 5.66562648809106 5.806449111142401 5.9628210823022405 6.15003394869524 6.34545204291767 6.55136331050567 6.77001561212017 7.00322765763463 7.263864025018309 7.535840410498119 7.817416517509919
Brasil BRA "Población de 65 años de edad y más, hombres" SP.POP.65UP.MA.IN 2822246.0 2942488.0 3063882.0 3183581.0 3297661.0 3404582.0 3526869.0 3641228.0 3753242.0 3870596.0 3997898.0 4157081.0 4327644.0 4503489.0 4675374.0 4839272.0 5022034.0 5196680.0 5370927.0 5555294.0 5756285.0 5989222.0 6232524.0 6488695.0 6760250.0 7049275.0 7369204.0 7704047.0 8051645.0
Brasil BRA "Población de 65 años de edad y más, mujeres (% del total)" SP.POP.65UP.FE.ZS 4.70856176929366 4.82353559186985 4.941921266145231 5.06025372849681 5.1732436766224295 5.27872165920201 5.39517541511257 5.50356793187524 5.612199594845659 5.73198577623785 5.8692506595579195 6.0235158437348 6.1955742545698405 6.377803835191781 6.558904780870219 6.73419062154529 6.910819622818179 7.08138369748059 7.25501434220721 7.44405396019198 7.65595130534216 7.88761897048073 8.13463956831551 8.399677689940901 8.68494645197236 8.9921514911976 9.30722704709901 9.641087627185529 9.99222704938913
Brasil BRA "Población de 65 años de edad y más, mujeres" SP.POP.65UP.FE.IN 3527911.0 3679341.0 3835765.0 3994842.0 4152718.0 4307676.0 4474874.0 4638495.0 4804817.0 4982591.0 5177190.0 5388603.0 5618088.0 5858948.0 6100681.0 6338558.0 6578864.0 6814411.0 7054188.0 7310951.0 7592971.0 7897822.0 8221433.0 8567039.0 8937504.0 9335134.0 9745864.0 10181156.0 10639033.0
Brasil BRA "Población de 65 a 69 años, varones (% de la población masculina)" SP.POP.6569.MA.5Y 1.59375597893549 1.63670955587042 1.68597962300397 1.7341907622803199 1.7718734838800299 1.79557365403293 1.80172795162575 1.79623156858752 1.7904762705847799 1.79944076175419 1.8302334187871798 1.87308446575672 1.9366065841938702 2.0084756412395803 2.07167682036783 2.1182518327952797 2.14409104831355 2.15702664614949 2.16975135441538 2.19931948673205 2.2541849012209103 2.31955402333985 2.40383225749871 2.50228104476712 2.6083134399708903 2.7182590120741703 2.81953236717383 2.9260695526437903 3.0352283057636704
Brasil BRA "Población de 65 a 69 años, mujeres (% de la población femenina)" SP.POP.6569.FE.5Y 1.82960801248729 1.87649476907271 1.93204885153974 1.9883352928288898 2.03447480386992 2.06558753539785 2.0782041302743797 2.07721025887525 2.07473809652683 2.08762529380133 2.12423025595943 2.1717631984491397 2.2431310816967995 2.32460113634772 2.39666268571253 2.44957833526424 2.4796436754382998 2.4943651630403196 2.50731097540256 2.53809016898106 2.59717620253847 2.67123062961906 2.76832208301979 2.8821048392463195 3.00375698711525 3.12810641984838 3.24346108993829 3.36463594344097 3.4884817506126296
Brasil BRA "Población de 50 a 64 años, varones (% de la población masculina)" SP.POP.6064.MA.5Y 2.2849376271104904 2.2850961012077597 2.26827531626576 2.24986142488566 2.24961522410736 2.27635991776148 2.31510857486361 2.3770030882899 2.4482681237591497 2.50952348486085 2.55174093849973 2.57077831354798 2.5764904282451604 2.5820632818335096 2.60631383831796 2.65919931472863 2.72901143598119 2.8214192108372904 2.9301497347014 3.04635352919197 3.16461059832341 3.2762457320767497 3.39245853284693 3.51121721540523 3.6291970441522503 3.74399861009882 3.8380972211467097 3.9284397673654103 4.02048078668193
Brasil BRA "Población de 50 a 64 años, mujeres (% de la población femenina)" SP.POP.6064.FE.5Y 2.50094066838279 2.5052215275771497 2.49105097991702 2.47411099669179 2.47557453999291 2.5053658173143103 2.55143281145829 2.6225594346229704 2.70387503210055 2.77397620838522 2.8223325577674 2.8450751044906606 2.8522938241568703 2.85788780393175 2.88263510386613 2.9382029533997596 3.0146481836359196 3.11659253311776 3.23707664818137 3.3657276920541097 3.49599517502824 3.6213046613553 3.75020774593193 3.88022653397178 4.0080618811413595 4.131643092557161 4.23797118184066 4.338995863297209 4.439569096342769
Brasil BRA "Población de 55 a 59 años, varones (% de la población masculina)" SP.POP.5559.MA.5Y 2.7494035086933 2.7873577447219597 2.85159002633839 2.92647972433828 2.9896204148789605 3.0295854303156204 3.0391903687678794 3.0311097961196203 3.02202792991862 3.0352295455720197 3.0829529043076302 3.14897245870652 3.2436074665295602 3.35806222722856 3.48008881233677 3.6027017733466296 3.72173848357417 3.84393017507498 3.96678570727083 4.08725940270698 4.20346056672234 4.30720849062197 4.403118942859191 4.49696658832427 4.5979794934597304 4.710881202353531 4.8216744626762305 4.9453024964138494 5.070888073883941
Brasil BRA "Población de 55 a 59 años, mujeres (% de la población femenina)" SP.POP.5559.FE.5Y 2.92058313752091 2.96469445432521 3.03629579123242 3.1189724230978197 3.18890154375938 3.23373714670007 3.24990887322284 3.2457405470646203 3.23836834050363 3.25245742106788 3.30150521992132 3.37244376168679 3.47427430097086 3.5979884887837703 3.73014667783133 3.86252364621112 3.99272742788945 4.12588968156437 4.25944589211754 4.39010399100492 4.5154404581496905 4.627683859543491 4.7309228977410305 4.831451630749259 4.93858533358614 5.05649114062316 5.17311416484607 5.301055796080321 5.42954138802464
Brasil BRA "Población de 50 a 54 años, varones (% de la población masculina)" SP.POP.5054.MA.5Y 3.53236841866893 3.5402486780919395 3.52362704642322 3.5024120452049 3.50491282087107 3.54578905753564 3.60984605584881 3.7050712087510496 3.82211742343684 3.9474773606223796 4.07316868147811 4.18953568076819 4.31189278510093 4.43614385173466 4.55710632111362 4.671972024288321 4.77530938432995 4.869920353679871 4.96262038670541 5.06335180111484 5.17630321925949 5.29167033680051 5.41709536694597 5.5429763938609895 5.65441638254349 5.74260942421826 5.7994350567616495 5.8394708714156405 5.86678024233487
Brasil BRA "Población de 50 a 54 años, mujeres (% de la población femenina)" SP.POP.5054.FE.5Y 3.68167835312777 3.6949997314461296 3.6818860454552205 3.6629034454762 3.66751326928075 3.71120206194436 3.7799349790114505 3.8801767854472797 4.00270194777257 4.13371069914017 4.264975888717561 4.39165324000328 4.523945618663941 4.657258689339559 4.78626834763024 4.9082562705753 5.021332646389889 5.12405515888528 5.22293322347638 5.32821991652422 5.44464741189744 5.566003096694269 5.6961760233396195 5.824652374102159 5.93587425163247 6.02099463365542 6.076621111232329 6.112554758450611 6.132656196921741
Brasil BRA "Población de 45 a 49 años, varones (% de la población masculina)" SP.POP.4549.MA.5Y 4.04921438179766 4.11638809355836 4.21492100519054 4.3357663660156 4.46506155308922 4.59359013742636 4.714863714109249 4.838091725673269 4.96000194080038 5.076900938449151 5.1871485816495495 5.2804587183778 5.3677358459161395 5.4540628745605 5.547964231529441 5.6537725250856194 5.76839676022051 5.893739085056501 6.0188220767201 6.1274864227476 6.210171640256781 6.26645514647372 6.30102335941018 6.3197457285178205 6.33134684119148 6.341918868731071 6.34231032307953 6.341819018701839 6.34952117037982
Brasil BRA "Población de 45 a 49 años, mujeres (% de la población femenina)" SP.POP.4549.FE.5Y 4.16317964491851 4.2351476304929 4.33894287786221 4.4655382965015 4.60078470716717 4.7351954603500594 4.862675295541259 4.99213244627849 5.120466919150901 5.24396657537378 5.36075776194651 5.46267503087517 5.55725924439528 5.649717563324651 5.7487221104973605 5.858641235184491 5.9784216410041 6.1077386562950595 6.23555155193107 6.3451979308914295 6.42661640304873 6.48055308056264 6.51022543361129 6.52180774163599 6.524226029014351 6.52367421298829 6.51344041167664 6.49992149276863 6.4928185932743
Brasil BRA "Población de 40 a 44 años, varones (% de la población masculina)" SP.POP.4044.MA.5Y 5.17355832640604 5.30463658016595 5.4327439510588 5.55608997674279 5.6727718132891205 5.78098892774949 5.87168580931013 5.95023375131477 6.024665676758669 6.10687560158911 6.20286861299014 6.302482361413059 6.41861595840424 6.5370319530422805 6.63738712234305 6.70863114721348 6.75709781134226 6.781974951807769 6.789596152325929 6.78957054712638 6.7883191135137 6.78386135649009 6.77445181894164 6.77136881495957 6.79007254384304 6.838950804230059 6.91000959367332 7.0088532281567 7.12706703785562
Brasil BRA "Población de 40 a 44 años, mujeres (% de la población femenina)" SP.POP.4044.FE.5Y 5.260997571879719 5.3985279786921 5.532907417378991 5.6623844037799795 5.78520907938637 5.89973130168141 5.997293944944099 6.0823372143466 6.1626809810577905 6.25016508277699 6.35085392082335 6.45567933469195 6.57577452397716 6.69670338854887 6.797813634258129 6.8678670928459695 6.91475778946305 6.93574086966035 6.93717419641801 6.92882239306994 6.917292864638231 6.90160542829823 6.87930549331547 6.862017160815389 6.865569780041961 6.8985880868003795 6.9545667283057 7.03790033302198 7.140482766719231
Brasil BRA "Población de 35 a 39 años, varones (% de la población masculina)" SP.POP.3539.MA.5Y 6.454888623345161 6.55095794981401 6.62713211979608 6.69448540746475 6.76894427929661 6.8575556567496 6.95136324949165 7.05741601984424 7.16262504134567 7.24775450646266 7.3026491969417 7.32647097642923 7.33118961725101 7.3206133452331 7.30175203821701 7.28071596458915 7.26244803044122 7.239666826513151 7.224376394445031 7.2328409930628395 7.27319697843305 7.34257364359298 7.437489698543169 7.55111260230878 7.672472387970201 7.7926600135850705 7.90868784161592 8.028142788201691 8.13449605669582
Brasil BRA "Población de 35 a 39 años, mujeres (% de la población femenina)" SP.POP.3539.FE.5Y 6.51510418729829 6.6177507514100595 6.70042281267742 6.7741376175925305 6.854718103105201 6.949114221967831 7.0476116597954706 7.1576478651959095 7.266010194572151 7.353125105549441 7.40851937459007 7.43080290774485 7.43182118842618 7.415546715715919 7.38931565092309 7.35953978483255 7.33094395480443 7.29580865563498 7.266356299377319 7.25935750633049 7.28360425939111 7.33739571177703 7.4164800502906205 7.5139348763511205 7.618652203416821 7.721831579506871 7.82230920548596 7.92588099190073 8.01623463868769
Brasil BRA "Población de 30 a 34 años, varones (% de la población masculina)" SP.POP.3034.MA.5Y 7.6172277685924605 7.7142107763973895 7.81753424966387 7.9157460737564405 7.99105327754148 8.03267072400933 8.03995678302699 8.02028418865609 7.98135149350328 7.934479229847891 7.88821795624694 7.837401304039299 7.7888567315096 7.7519789658034 7.74058913080165 7.762598485260531 7.8235738431859 7.91220098711073 8.02083759456614 8.137640659272929 8.25252320451705 8.369746297963639 8.48614326091001 8.58645032198046 8.6489269040806 8.66110385636776 8.62474267175364 8.54232674969918 8.42991169803783
Brasil BRA "Población de 30 a 34 años, mujeres (% de la población femenina)" SP.POP.3034.FE.5Y 7.6424074234431 7.74459807199952 7.85267219843602 7.95493214254372 8.033203990552138 8.076409483640191 8.08291288260813 8.06094231863046 8.01815184127922 7.96582954475071 7.9124991121908 7.85204412936631 7.792345469160839 7.74306002733608 7.71836174912485 7.72649005446119 7.77068558796245 7.84227685654909 7.93380805821168 8.03349034205163 8.13150536521598 8.230945859982821 8.329850741232839 8.413207119705781 8.45950040498312 8.45648896173139 8.40569693519222 8.30878946621872 8.18184363426095
Brasil BRA "Población de 25 a 29 años, varones (% de la población masculina)" SP.POP.2529.MA.5Y 8.888232431704859 8.888476075946471 8.851440970665571 8.789130638099671 8.71802279732816 8.64823721050602 8.57233155020853 8.49352918710341 8.42553174704979 8.38688970023697 8.38807223250141 8.419707757148611 8.48854128943992 8.58276386878716 8.68616651759254 8.78780125999743 8.89898709241653 9.00925148339717 9.101955299572039 9.15446489327062 9.15415635132947 9.11078508388329 9.01340069806932 8.8811533598831 8.74340919289256 8.61887452100447 8.50636142709321 8.40361491980874 8.31238119287055
Brasil BRA "Población de 25 a 29 años, mujeres (% de la población femenina)" SP.POP.2529.FE.5Y 8.856855950998119 8.85775222599826 8.81995923618572 8.755284405867501 8.6799220490097 8.60369638793337 8.51966915105314 8.43132447488715 8.35232696263875 8.3010856303576 8.28789743597302 8.304467082961889 8.35780682841722 8.4362634629161 8.52345699771265 8.60809415426819 8.69976937512073 8.79128195616798 8.866581188543321 8.903256137165211 8.8883231908312 8.82866368209403 8.71675561710023 8.571630575130769 8.42210875128144 8.28624546248437 8.16082826270515 8.04619151292937 7.944500075094099
Brasil BRA "Población de 20 a 24 años, varones (% de la población masculina)" SP.POP.2024.MA.5Y 9.53931973417615 9.44649400276644 9.34362739505484 9.249504753297789 9.188304935155461 9.171783962314962 9.1844405820556 9.23246305614035 9.30616992156451 9.391520242752689 9.479009139513359 9.55925929218609 9.64868391669715 9.72571210265574 9.7619201896098 9.74336757472863 9.67955391399783 9.56046574784807 9.40670495659708 9.24959886667456 9.10882934578713 8.98138039188014 8.86058610411321 8.75113363146719 8.6574061352019 8.58139098127555 8.52167830298439 8.483243538956179 8.44987067925849
Brasil BRA "Población de 20 a 24 años, mujeres (% de la población femenina)" SP.POP.2024.FE.5Y 9.41765206395563 9.319140491797462 9.20846494238019 9.10425431786551 9.030318811298471 8.997950236341051 8.9966341717656 9.02928893208693 9.08649487020748 9.15397228045049 9.22141754603472 9.285297153298462 9.357177664362881 9.416264880871552 9.43484624821189 9.398599199175699 9.32103748557944 9.1894376818457 9.02380634437078 8.854669384652109 8.700752171604309 8.562466022077139 8.43192069463729 8.313460543308919 8.210714091088281 8.12453932742158 8.057096022127709 8.01126689800566 7.9716158490802
Brasil BRA "Población entre 15 y 64 años de edad (% del total)" SP.POP.1564.TO.ZS 60.579574845840796 60.939340641929 61.2791209195836 61.63101640928989 62.0316353388849 62.48867669931111 62.912861700409096 63.381740604455395 63.87333469780211 64.3555766663132 64.81263781511039 65.1711386304347 65.5402837245385 65.9094747029532 66.2733482740752 66.6327982335813 67.0055129009731 67.3583682756159 67.6977274041696 68.0310112140449 68.3558301903697 68.6542700836965 68.9277022114691 69.1753242574889 69.3906196906341 69.5661340906186 69.6487895917995 69.7106712029254 69.7430902567055
Brasil BRA "Población entre 15 y 64 años de edad, total" SP.POP.1564.TO 90265519.0 92413298.0 94528792.0 96667681.0 98898721.0 101244089.0 103563811.0 105980000.0 108447501.0 110896677.0 113286230.0 115480686.0 117669400.0 119829519.0 121947256.0 124021697.0 126082502.0 128068764.0 130000191.0 131902952.0 133781680.0 135602162.0 137364154.0 139067238.0 140699012.0 142243105.0 143590074.0 144882359.0 146090386.0
Brasil BRA "Población entre 15 y 64 años de edad, hombres (% del total)" SP.POP.1564.MA.ZS 60.3608299422916 60.709403075669606 61.0425410944298 61.392672774882605 61.796215410831095 62.26042714054171 62.68493470773729 63.1583127940944 63.658896538789904 64.1549454890615 64.6307968731567 64.9983644229741 65.3813050643196 65.7690128102326 66.15534395680079 66.5404793186659 66.9308328428207 67.3033646707921 67.6654082145169 68.0253543708892 68.38110658699689 68.7045779221493 69.0060859192177 69.28543196368071 69.5362836985094 69.75102385797 69.8610910465305 69.9544550043818 70.0224393630529
Brasil BRA "Población entre 15 y 64 años de edad, hombres" SP.POP.1564.MA.IN 44713960.0 45756122.0 46784531.0 47827099.0 48917708.0 50066948.0 51196381.0 52375575.0 53582621.0 54783567.0 55958400.0 57027369.0 58096827.0 59155664.0 60196577.0 61218632.0 62226113.0 63198201.0 64145769.0 65082952.0 66012568.0 66908079.0 67778007.0 68622669.0 69435976.0 70209651.0 70874212.0 71515902.0 72120483.0
Brasil BRA "Población entre 15 y 64 años de edad, mujeres (% del total)" SP.POP.1564.FE.ZS 60.795848694825295 61.1665204030214 61.51270474960361 61.8661854367155 62.2637733169615 62.7136054824407 63.137286268026294 63.6015717215044 64.0841451320333 64.5526645579633 64.9911264426793 65.34059108871371 65.6960749876388 66.0470065622513 66.3887911583792 66.723031420255 67.0784479119056 67.4120400537313 67.729232596678 68.0365239849209 68.3312255271787 68.60533656688389 68.8515240900535 69.0683948804732 69.24927657708061 69.38686823541161 69.44308867342221 69.47464320591621 69.4728426239492
Brasil BRA "Población entre 15 y 64 años de edad, mujeres" SP.POP.1564.FE.IN 45551561.0 46657164.0 47744240.0 48840560.0 49980999.0 51177146.0 52367419.0 53604419.0 54864867.0 56113107.0 57327832.0 58453322.0 59572577.0 60673861.0 61750682.0 62803062.0 63856390.0 64870562.0 65854417.0 66820002.0 67769110.0 68694078.0 69586144.0 70444563.0 71263037.0 72033455.0 72715848.0 73366432.0 73969881.0
Brasil BRA "Población de 15 a 19 años, varones (% de la población masculina)" SP.POP.1519.MA.5Y 10.0716791217965 10.075537072999301 10.1116490139727 10.173196365076699 10.2479082952737 10.3238661161732 10.3861480200549 10.453110772201699 10.506137240653 10.5182948786678 10.474968629028199 10.3632975603574 10.205691025225901 10.0205803393536 9.836055754938931 9.6697192494275 9.51471608733119 9.370795849466589 9.24355991161292 9.13678725572043 9.04953556885444 8.97465144236619 8.92031813657806 8.87330730697324 8.81105677317417 8.71863557610541 8.588094145745929 8.43324162566258 8.26104242505399
Brasil BRA "Población de 15 a 19 años, mujeres (% de la población femenina)" SP.POP.1519.FE.5Y 9.83644969330047 9.82868753928264 9.850102448078369 9.893667387298938 9.94762722340943 10.0012033645681 10.049212498626 10.099421702944 10.1330680427502 10.124376010111 10.0603676247146 9.940453343594369 9.77337632510759 9.57631554148302 9.3772246383235 9.19481702930069 9.0341238200561 8.88321800401073 8.74649919405048 8.62767869117687 8.52704822737381 8.44871516449896 8.38967939285322 8.33600632470202 8.26598385089469 8.166371737642981 8.04144465000976 7.89208609324295 7.7235803855436505
Brasil BRA "Población de 10 a 14 años, varones (% de la población masculina)" SP.POP.1014.MA.5Y 11.2702167075019 11.330008999446001 11.379172841221399 11.4121340069556 11.4075966544346 11.338740650278002 11.199633179038699 11.005147535711 10.7738776394502 10.5391737404463 10.3270388729323 10.1284845484132 9.95502724776797 9.80028802402226 9.66125394322564 9.541613466789428 9.449555823845369 9.37749655861822 9.31506739782055 9.24005505372175 9.13124579115441 8.99137677880494 8.82155141586725 8.63017053599446 8.43032657748148 8.23009480981033 8.02626277927596 7.824666556746839 7.628489230563071
